station_code,name,lat,lon,type,nearest_town,warning_level,danger_level,frl,mwl,highest_flow_level
NBO-2-010-1210,Katangatola,22.517777777777777,80.40666666666667,Base,,445.0,446.0,,,447.13
NBO-2-010-1211,Balai at Narayanganj,22.833888888888886,80.24916666666667,Base,,423.0,424.0,,,423.59
NBO-2-014-1215,Saner at Chargawan,23.055555555555557,79.59861111111111,Base,,351.0,352.0,,,349.2
NBO-2-018-1219,Belkund at Ghughra,23.486666666666668,80.19638888888889,Base,,382.0,383.0,,,382.82
NBO-2-021-1222,Umar at Imaliya,22.998055555555556,79.43,Base,,368.0,369.0,,,361.9
NBO-2-022-1223,Machrewa at Bakori,22.841944444444444,79.36194444444443,Base,,381.0,382.0,,,383.8
NBO-2-024-1225,Hathed at Misrod,22.63888888888889,77.55972222222222,Base,,296.8,298.0,,,297.8
NBO-2-025-1226,Narmada at Naseerabad,22.8275,77.97805555555556,Base,,301.0,302.0,,,304.6
NBO-2-035-1236,Denwa at Matkuli,22.584444444444443,78.46000000000001,Base,,399.0,401.0,,,399.5
NBO-2-036-1237,Awalighat,22.646666666666665,77.48777777777778,Base,,296.0,297.0,,,293.65
NBO-2-037-1238,Indra at Khapriya,22.746111111111112,78.1588888888889,Base,,294.5,295.0,,,296.8
NBO-2-038-1239,Kolar at Mahgaon,22.71333333333333,77.36611111111111,Base,,299.0,299.5,,,301.96
NBO-2-041-1242,Datuni at Dudwas,22.56722222222222,76.68833333333333,Base,,289.5,290.0,,,292.14
NBO-2-047-1248,Kaner at Mendhikheda,22.408055555555553,76.22,Base,,214.0,215.0,,,217.7
NBO-2-050-1251,Kolar Reservoir,22.963055555555556,77.33805555555556,Base,,,,,,463.3
NBO-2-051-1227,Karam at Dahiwar,22.22222222222222,75.53083333333333,Base,,168.0,169.0,,,169.66
NBO-2-051-1252,Beda at Satwadi(Gogawa),21.91777777777778,75.74833333333333,Base,,200.0,201.0,,,205.7
NBO-2-054-1255,Maan at Gopalpura,22.261388888888888,75.10222222222221,Base,,194.0,195.0,,,196.3
NBO-2-055-1257,Bargi Reservoir,22.93777777777778,79.92083333333333,Inflow,,,,422.76,425.7,425.7
NDB-WQSS-202012,D/S HOSHANGABAD,22.7575,77.68805555555556,Base,,,,,,
PATHRALA,PATHRALA,21.341944444444444,83.54888888888888,Base,,,,,,
PRAKASAMBARRAGE,Prakasam Barrage,16.500000000350887,80.5333333337963,Base,VIJAYAWADA,,,,,
SHD-00006,Daroli,31.829166666666666,76.2625,Base,,,,,,
SHD00001,Kullu,31.955277777777777,77.11416666666666,Base,,,,,,
SHD00002,Manali,32.2475,77.19083333333333,Base,,,,,,1884.4
SHD00004,Bajaura,31.850833333333334,77.17,Base,,,,,,1062.55
SHD00005,Chharour Nalla,31.918333333333333,77.18,Base,,,,,,1150.95
SHD00006,Bagla,31.641666666666666,76.94972222222222,Base,,,,,,769.9
SRDCBE 052,Balasamudram,10.425555555555555,77.53388888888888,Base,,247.9,248.0,,,249.5
SRLMDM,Srisailam Dam,16.088888888655532,78.83333333379906,Base,Kurnool,,,269.75,,273.25
TEMP-001,Jawai Dam,25.111111111111114,73.16111111111111,Inflow,,,,,,
VIDYANAGAR,VIDYA NAGAR,12.52038888888889,75.01630555555556,Base,,,,,,
YETIKOPPAKA,YETIKOPPAKA,17.488333333333333,82.74277777777777,Base,"",,,,,
